Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link
"Aug. 29, 2025","Aug. 29, 2025",Walk,144,1.92825160704,1234,10.665960788992283,3.8999803646703253,5.625381484799999,15.384700995839998,,2451,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8661580197
"Aug. 29, 2025","Aug. 29, 2025",Walk,568,7.86391461504,5532,11.724466614968584,4.398214427741987,5.117520798719999,13.64189409792,,10524,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8661458818
"Aug. 28, 2025","Aug. 28, 2025",Run,899,11.576510288640002,6406,9.22270192078263,5.52881173944166,6.505692652799999,10.852241114879998,,16512,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8661056230
"Aug. 28, 2025","Aug. 28, 2025",Walk,324,4.388681088,2884,10.952412908613695,3.9985671180307003,5.47823916288,15.005362521599999,,5658,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8660814628
"Aug. 27, 2025","Aug. 27, 2025",Run,885,11.66888663424,6525,9.319635826771654,5.20282798457011,6.43800364416,11.532188954879999,,16806,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8660425026
"Aug. 26, 2025","Aug. 26, 2025",Run,936,12.40197501312,7221,9.704078183408892,4.714722271931917,6.18295480704,12.72609689472,,18546,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8659727543
"Aug. 25, 2025","Aug. 25, 2025",Run,982,13.00147174656,7554,9.683510796945836,3.7282520082716935,6.19610314752,16.09332734592,,19404,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8659068994
"Aug. 24, 2025","Aug. 24, 2025",Walk,296,3.9597909120000003,2481,10.442453571144515,5.293442545534081,5.7457604159999995,11.334770726399999,,4977,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8658465896
"Aug. 23, 2025","Aug. 23, 2025",Walk,143,1.90158477696,1154,10.114369581643203,7.719107909806729,5.932154638079999,7.77293839872,,2350,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8657595941
"Aug. 22, 2025","Aug. 22, 2025",Walk,424,5.65835694336,3503,10.3180550584586,5.256303189374055,5.8150426752,11.414867777279998,,7067,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8656987415
"Aug. 21, 2025","Aug. 21, 2025",Walk,89,1.186356897792,705,9.90428398154776,3.7725433468543703,6.05798924544,15.904390360319997,,1451,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8656395299
"Aug. 21, 2025","Aug. 21, 2025",Walk,257,3.4304132966400003,2116,10.280586375566692,6.877398492802035,5.836237735679999,8.724189450239999,,4276,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8656367286
"Aug. 20, 2025","Aug. 20, 2025",Walk,625,8.37311105664,5285,10.519814284578063,4.230835669689016,5.703531229439999,14.181603701759999,,10565,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8655741459
"Aug. 19, 2025","Aug. 19, 2025",Walk,287,3.84605857152,2450,10.61693460192476,4.0051785075161055,5.6513562969599995,14.980594717439999,,4877,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8655225480
"Aug. 18, 2025","Aug. 18, 2025",Run,592,7.81999561728,4449,9.482124393541715,2.83347127773801,6.3277152998399995,21.1754264832,,9355,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8654605592
"Aug. 17, 2025","Aug. 17, 2025",Walk,288,3.8059859059200005,2143,9.384382705002784,2.3404194504096076,6.393617936639999,25.6363671168,,4528,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8653810395
"Aug. 16, 2025","Aug. 16, 2025",Walk,142,1.8941817945600001,1138,10.01314821442774,5.8773512685914255,5.992134888959999,10.20868054272,,2329,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8653386087
"Aug. 16, 2025","Aug. 16, 2025",Run,659,8.70875584128,4970,9.511515250934542,5.528320856199793,6.3081456768,10.85320672128,,12782,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8653224992
"Aug. 14, 2025","Aug. 14, 2025",Walk,283,3.760634592,2220,9.838791457885945,3.711400421538217,6.09831940608,16.166343283199996,,4582,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8651947988
"Aug. 13, 2025","Aug. 13, 2025",Walk,282,3.7571745024000003,2250,9.980899049550624,4.763754672711365,6.011463110399999,12.59509629312,,4612,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8651308496
"Aug. 11, 2025","Aug. 11, 2025",Walk,556,7.4004879168,4431,9.979097073093135,3.8893052075876877,6.01257355776,15.426914088959998,,9084,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8650085499
"Aug. 10, 2025","Aug. 10, 2025",Walk,148,1.97218669824,1210,10.225532887934461,5.136807295394894,5.867684317439999,11.68040953728,,2452,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8649508921
"Aug. 9, 2025","Aug. 9, 2025",Walk,184,2.4513527808,1519,10.327624174819055,7.35113188976378,5.809651372799999,8.16198121728,,3063,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8649034227
"Aug. 9, 2025","Aug. 9, 2025",Walk,545,7.489999630080001,5162,11.483312455261274,4.119336822953949,5.22496060416,14.565448339199998,,9913,Oulunkyla,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8648742479
"Aug. 8, 2025","Aug. 8, 2025",Walk,138,1.8401400230400002,1133,10.261945239799571,4.203942724488985,5.846859406079999,14.272306329599997,,2292,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8648179625
"Aug. 7, 2025","Aug. 7, 2025",Run,982,12.87042286464,7177,9.293911059413029,4.058032341127814,6.45583517568,14.785493944319999,,18489,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8647705383
"Aug. 6, 2025","Aug. 6, 2025",Run,979,12.955524975360001,7482,9.625226179113973,4.090312574564543,6.23361695616,14.66880041088,,19227,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8646959619
"Aug. 5, 2025","Aug. 5, 2025",Run,165,2.1829785753600004,1263,9.642748846735067,3.9736377057981387,6.22227108096,15.099509145599999,,3245,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8646420822
"Aug. 3, 2025","Aug. 3, 2025",Walk,125,1.69785792,1125,11.043381651157242,5.918082150242583,5.4331292505599995,10.13841658368,,2199,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8644970758
"Aug. 2, 2025","Aug. 2, 2025",Walk,177,2.42774370432,1657,11.375442416288871,5.8566409667541555,5.274528399359999,10.244778128639998,,3195,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8644165844
"July 31, 2025","July 31, 2025",Walk,203,2.7401012812800003,1796,10.92420265648612,6.9307121410959995,5.4924013900799995,8.657111992319999,,3528,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8643156819
"July 30, 2025","July 30, 2025",Walk,301,4.03332183936,2543,10.508318917521674,3.667587538773562,5.70977548416,16.3594645632,,5086,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8642382406
"July 29, 2025","July 29, 2025",Walk,70,0.9671803384320001,687,11.838550365863357,6.6620312375725765,5.06819440512,9.00627526656,,1301,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8641739780
"July 28, 2025","July 28, 2025",Run,725,8.064374503680002,4130,8.535465382168137,4.350511761313927,7.02946975104,13.79146652928,,10707,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8641222021
"July 27, 2025","July 27, 2025",Walk,164,2.1940991424000003,1361,10.338311759325537,4.7422862980195655,5.803648519679999,12.652115351039999,,2743,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8640565734
"July 27, 2025","July 27, 2025",Walk,313,4.35837714048,3118,11.923367533603754,4.3897202835441025,5.03212900608,13.66830343296,,5888,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8640461006
"July 26, 2025","July 26, 2025",Run,734,8.85860186112,4745,8.927302055993001,5.344593822079059,6.72095850624,11.226284847359999,,12260,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8639958876
"July 26, 2025","July 26, 2025",Walk,309,4.11496386048,2499,10.121577487473157,3.3411004732363,5.927905969919999,17.958186892799997,,5088,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8639885806
"July 25, 2025","July 25, 2025",Walk,68,0.9180068325120001,607,11.020266642806012,7.942055893581483,5.44452340608,7.55469525888,,1187,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8639623006
"July 25, 2025","July 25, 2025",Walk,1258,17.4200222592,14825,14.183356696890161,5.072768780322915,4.2303216383999995,11.827857634559999,,26035,Tallinn,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8639443104
"July 25, 2025","July 24, 2025",Walk,454,6.223590743040001,4247,11.373391891354489,3.5500800326095603,5.27547791232,16.901008819199998,,8190,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8639253620
"July 24, 2025","July 24, 2025",Run,586,7.74179759232,4408,9.489580847848565,5.720653881333015,6.322710239999999,10.48830406272,,11339,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8638893140
"July 24, 2025","July 24, 2025",Walk,854,11.65126431744,7852,11.231967808001272,4.300659150560725,5.3418955392,13.951354855679998,,15228,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8638699920
"July 24, 2025","July 23, 2025",Walk,171,2.3063669798400004,1492,10.781784379225325,2.2999246898115007,5.564950617599999,26.087788108799998,,2948,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8638645587
"July 23, 2025","July 23, 2025",Walk,1332,17.7399598464,10775,10.11666865505448,4.227486478962857,5.9308027891199995,14.19282082944,,21939,Hot,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8638140654
"July 23, 2025","July 23, 2025",Walk,371,4.9603200768,3098,10.409272349479041,2.8127236936292057,5.76407475072,21.3316937856,,6224,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8638006003
"July 22, 2025","July 22, 2025",Walk,292,3.8917156608000005,2339,10.017000715819613,2.928851755746441,5.9898174336,20.4858225792,,4786,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8637546459
"July 22, 2025","July 22, 2025",Run,646,8.26431940224,4556,9.18809154537501,5.916497653702378,6.530202961920001,10.141136375039999,,11746,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8637335680
"July 21, 2025","July 21, 2025",Walk,333,4.416120403200001,2576,9.721973673745328,3.631510727352263,6.1715928384,16.522008307199997,,5348,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8636848836
"July 21, 2025","July 21, 2025",Walk,179,2.43511449984,1616,11.060407221824544,6.493763918714706,5.4247445683199995,9.239614053119999,,3156,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8636687972
"July 21, 2025","July 21, 2025",Walk,149,2.05707959424,1449,11.739938757655292,1.5003131710808875,5.11074546048,39.9915546624,,2755,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8636670802
"July 21, 2025","July 21, 2025",Walk,729,10.01182558464,6878,11.449820547999682,4.1978781416527475,5.240265465599999,14.29293811968,,13224,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8636659805
"July 20, 2025","July 20, 2025",Walk,1273,16.9320691584,10146,9.986988487234552,3.5733193151992366,6.007825992959999,16.791090624,,20792,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8636104942
"July 20, 2025","July 20, 2025",Walk,279,3.7952354880000003,2530,11.11042760279965,3.006405094249582,5.40033081984,19.957314009599997,,4931,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8636014686
"July 19, 2025","July 19, 2025",Run,844,11.233333774080002,6752,10.017808498369522,4.646694553805774,5.989334630399999,12.9124106496,,17304,Hot,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8635505380
"July 18, 2025","July 18, 2025",Walk,1306,17.720969587200003,11750,11.050900242583314,3.7859276823351626,5.429411665919999,15.848159880959999,,22957,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8635041043
"July 16, 2025","July 16, 2025",Walk,38,0.5306087635200001,394,12.375725761552532,2.9340774874731568,4.848197080319999,20.449290470399998,,732,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8633789894
"July 16, 2025","July 16, 2025",Walk,750,10.37999521152,7301,11.716637337946393,4.631421249900581,5.120916514559999,12.954993891840001,,13891,Hot,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8633630544
"July 15, 2025","July 15, 2025",Walk,835,11.379993292800002,7642,11.200029328720273,4.290257396802672,5.357136026879999,13.985183266559998,,14845,Hot,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8633016703
"July 14, 2025","July 14, 2025",Walk,1302,17.612821670400002,11557,10.936132983377078,2.848750795355126,5.486382443519999,21.061806796799996,,22689,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8632419120
"July 13, 2025","July 13, 2025",Walk,214,2.8454167526400003,1705,9.986802075876877,5.063926668257376,6.0079225536,11.848521611519999,,3494,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8631599609
"July 12, 2025","July 12, 2025",Walk,292,3.88336316544,2289,9.823940686391474,5.401561132983377,6.10752485376,11.107901502719999,,4728,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8631069552
"July 11, 2025","July 11, 2025",Run,658,8.69301645696,4912,9.417501789549034,2.2188854589199076,6.371103214079999,27.040680691199995,,12642,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8630636868
"July 11, 2025","July 11, 2025",Walk,226,3.01125965184,1792,9.918326970492325,4.666236677801638,6.049395348479999,12.858320597759999,,3685,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8630470939
"July 10, 2025","July 10, 2025",Walk,829,11.003776945920002,6518,9.872345502266763,3.8440196750974307,6.07755886848,15.608673400319997,,13432,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8629980345
"July 10, 2025","July 10, 2025",Walk,261,3.5079032102400003,2244,10.661611190646624,4.249464378032291,5.62765065984,14.1194186496,,4458,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8629827153
"July 9, 2025","July 9, 2025",Walk,1300,17.337301977600003,10621,10.2101850194862,3.5304944126302393,5.87647133568,16.994833574399998,,21535,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8629360016
"July 6, 2025","July 6, 2025",Walk,56,0.7474968357120001,444,9.899685834725204,5.335764137437366,6.0607734105599995,11.244872770559999,,914,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8627404975
"July 6, 2025","July 6, 2025",Walk,140,1.88151625728,1198,10.612025769506083,5.2946977153424,5.65396343424,11.33209921536,,2385,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8627213118
"July 5, 2025","July 5, 2025",Walk,385,5.099995042560001,2974,9.71669201861131,3.0597622385270022,6.174956367359999,19.609373836799996,,6174,Left ankle problem,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8626650399
"July 4, 2025","July 4, 2025",Walk,982,12.998591020800001,7531,9.656170464487394,4.492395659349399,6.213644997119999,13.35589757568,,15688,Left heel problem,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8626207192
"July 3, 2025","July 3, 2025",Walk,540,7.223878506240001,4540,10.474516324663961,3.9447563727829476,5.728186379519999,15.21005498496,,9094,Left heel problem,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8625671861
"July 2, 2025","July 2, 2025",Walk,842,11.379301274880001,7438,10.89406615366261,3.6812017815954823,5.50759359744,16.2989532288,,14628,Left heel problem,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8624900234
"July 1, 2025","July 1, 2025",Walk,532,7.2156547584,4783,11.047731249502903,4.156153066094011,5.43098882304,14.43641113728,,9346,Left heel problem,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8624313007
"June 30, 2025","June 30, 2025",Walk,45,0.6306021342720001,451,11.919825717808001,2.3644292332776584,5.033625696,25.376136192,,852,Left heel problem,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8623639681
"June 29, 2025","June 29, 2025",Walk,69,0.926380249344,587,10.560824783265726,7.445766722341525,5.681386656,8.05825899648,,1171,Left heel problem,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8622811963
"June 28, 2025","June 28, 2025",Walk,68,0.910000346112,585,10.716664678278851,7.853883321403006,5.59876293504,7.63950768768,,1159,Left heel problem,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8622284564
"June 25, 2025","June 25, 2025",Run,769,10.219994231040001,6067,9.899996520321322,3.9073995367056393,6.06061247616,15.35549140224,,15561,Left heel problem,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8620616791
"June 24, 2025","June 24, 2025",Walk,221,2.9616274828800004,1859,10.461591803865426,1.868444533921896,5.735267493119999,32.1122064384,,3726,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8620043161
"June 23, 2025","June 23, 2025",Walk,812,11.028222881280001,7322,11.065564602720114,3.985412689891036,5.42223399168,15.05489812992,,14297,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8619323941
"June 22, 2025","June 22, 2025",Run,685,9.0387196416,5102,9.407684124711684,3.432845929770142,6.377765898239999,17.478280511999998,,13132,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8618656338
"June 21, 2025","June 21, 2025",Walk,81,0.964277081856,513,8.866718364749861,1.8179581245526126,6.766856997119999,33.0039439488,,1115,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8618349074
"June 20, 2025","June 20, 2025",Walk,148,1.97577553536,1189,10.029800962379703,5.323243507913783,5.9821730496,11.271314292479998,,2432,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8617398815
"June 19, 2025","June 19, 2025",Walk,716,9.53137202688,5732,10.023028016384316,0.846226785572258,5.98621250304,70.90286860799999,,11726,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8616810698
"June 18, 2025","June 18, 2025",Walk,130,1.7335853568,1088,10.45997623876561,4.721532500198839,5.736136538879999,12.707734279679999,,2181,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8616419497
"June 18, 2025","June 18, 2025",Run,701,8.855753322240002,4852,9.131546766881412,4.484087926509186,6.570629683199999,13.380649286399997,,12515,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8616363063
"June 17, 2025","June 17, 2025",Run,892,11.82187087488,6904,9.73334476656327,1.8337658076831302,6.16436688384,32.719572864,,17728,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8615699088
"June 16, 2025","June 16, 2025",Run,876,10.018665296640002,5214,8.673782609560169,3.9272088503141647,6.917378941439999,15.27803367552,,13501,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8615007722
"June 16, 2025","June 16, 2025",Walk,183,2.43545246208,1494,10.223979459953869,6.170153801797502,5.8685694566399995,9.72423581184,,3027,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8614817396
"June 15, 2025","June 15, 2025",Run,900,10.76561012736,5740,8.886291557305336,5.260789489382009,6.7519544716799995,11.40513124608,,14835,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8614281804
"June 14, 2025","June 14, 2025",Run,760,8.93107062144,4716,8.800728744134256,4.134976735862563,6.81761570688,14.51034440064,,12198,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8613692985
"June 14, 2025","June 14, 2025",Walk,389,5.19459228288,3206,10.286302990535274,4.60128474707707,5.832986860799999,13.039838507519999,,6477,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8613642165
"June 13, 2025","June 13, 2025",Walk,105,1.401469863552,835,9.93007088602561,6.469778990694345,6.0422659545599995,9.273893080319999,,1716,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8613227543
"June 13, 2025","June 13, 2025",Run,750,9.8917524288,5537,9.329329217370555,3.6035055277181263,6.431340959999999,16.650433958399997,,14260,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8613216914
"June 12, 2025","June 12, 2025",Walk,110,1.472158689408,906,10.257036407380896,6.0251257655293085,5.8496435712,9.9582988032,,1833,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8612643922
"June 12, 2025","June 12, 2025",Run,770,10.02181961088,5570,9.263091048278056,5.159176658315437,6.47730382464,11.6297634816,,14352,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8612630352
"June 11, 2025","June 11, 2025",Walk,290,3.8762176780800006,2427,10.435432076672233,4.560454446035155,5.749638935039999,13.156580321279998,,4870,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8611970528
"June 10, 2025","June 10, 2025",Walk,48,0.650691575424,420,10.757799451204962,7.464283583870198,5.57735865984,8.03828703744,,831,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8611207679
"June 10, 2025","June 10, 2025",Run,1468,19.4131948032,11118,9.545069295315358,4.724925186908455,6.28598500992,12.6986092992,,28587,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8611198133
"June 8, 2025","June 8, 2025",Run,795,10.52934233472,6083,9.62864372067128,4.969074355762348,6.231412154879999,12.074682723839999,,15631,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8609859048
"June 7, 2025","June 7, 2025",Walk,301,4.03303215744,2565,10.59997116837668,3.84789081762507,5.660384716799999,15.592966202879998,,5109,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8609293693
"June 6, 2025","June 6, 2025",Walk,149,1.9988857152000004,1259,10.497507058776744,5.521933160343593,5.7156656832,10.86575960448,,2519,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8608792242
"June 6, 2025","June 6, 2025",Walk,152,2.02339602432,1218,10.032659269863995,5.752958969617434,5.9804671449599995,10.42941816576,,2490,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8608718103
"June 6, 2025","June 6, 2025",Run,876,11.190122887680001,6165,9.182188519048756,5.718149755428298,6.534371162879999,10.492906786559999,,15895,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8608702734
"June 5, 2025","June 5, 2025",Walk,123,1.63644535296,973,9.909689910920225,5.722350224687823,6.054673996799999,10.4851980288,,2001,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8608220968
"June 5, 2025","June 5, 2025",Run,756,9.99211112064,5704,9.514187147061163,6.021608804581245,6.3063914918399995,9.964124628479999,,14670,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8608207240
"June 4, 2025","June 4, 2025",Walk,941,12.51282662784,7469,9.948463473315835,5.610621470611628,6.03108101376,10.69399431936,,15334,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8606444731
"June 3, 2025","June 3, 2025",Walk,1300,17.2194979968,10022,9.700287819136244,5.14679894416607,6.185384916479999,11.657733880319999,,20831,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8604425002
"June 2, 2025","June 2, 2025",Run,758,9.70135094016,5352,9.1946159428935,3.1576282013043824,6.525584144639999,19.001524608,,13798,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8602454848
"June 1, 2025","June 1, 2025",Walk,158,2.16632186496,1472,11.324924938359977,7.352561043505926,5.29805700864,8.16040406016,,2844,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8600478523
